session_id,user_id,timestamp,device,browser,location,events,duration_seconds,transactions,revenue,bounce,source_info,user_id_copy
sess_00908,,2024-05-18T21:21:01,desktop,Chrome,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-18T21:21:01""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-18T21:21:11""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-18T21:21:26""}]",1786,2,145.04,,"{""utm_source"": ""None"", ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00909,,2024-04-12T17:38:52,,Unknown,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-12T17:38:52""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-12T17:39:02""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-12T17:39:17""}]",0,0,,0,"{""utm_source"": null, ""utm_medium"": ""CPC"", ""utm_campaign"": null, ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00910,,2024-02-12T17:01:46,,,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-12T17:01:46""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-12T17:01:56""}]",1594,,16.6,1,"{""utm_source"": ""newsletter"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",
sess_00911,,2024-03-15T02:13:13,desktop,Chrome,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-15T02:13:13""}]",786,,,no,"{""utm_source"": ""None"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00912,,2024-03-22T01:25:01,,Unknown,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-22T01:25:01""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-22T01:25:11""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-22T01:25:26""}]",667,,110.84,no,"{""utm_source"": ""facebook"", ""utm_medium"": ""email"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00913,,2024-04-09T07:20:45,desktop,,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-09T07:20:45""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-09T07:20:55""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-09T07:21:10""}]",709,1,,,"{""utm_source"": """", ""utm_medium"": ""CPC"", ""utm_campaign"": null, ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00914,,2024-02-01T10:07:30,tablet,Safari,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-01T10:07:30""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-01T10:07:40""}]",1311,1,,0,"{""utm_source"": """", ""utm_medium"": ""CPC"", ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",
sess_00915,,2024-01-24T13:26:27,mobile,Safari,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-24T13:26:27""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-24T13:26:37""}]",3090,0,192.4,1,"{""utm_source"": """", ""utm_medium"": ""social"", ""utm_campaign"": null, ""referrer_url"": """"}",
sess_00916,,2024-02-24T03:32:49,,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-24T03:32:49""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-24T03:32:59""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-24T03:33:14""}]",2713,2,,1,"{""utm_source"": null, ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00917,,2024-01-07T21:40:26,desktop,Safari,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-07T21:40:26""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-07T21:40:36""}]",2054,2,,1,"{""utm_source"": ""facebook"", ""utm_medium"": ""organic"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00918,,2024-04-19T20:00:15,,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-19T20:00:15""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-19T20:00:25""}]",2717,,,yes,"{""utm_source"": null, ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00919,,2024-01-23T14:52:27,tablet,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-23T14:52:27""}]",2863,0,,no,"{""utm_source"": null, ""utm_medium"": """", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00920,,2024-05-06T22:36:14,tablet,Unknown,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-06T22:36:14""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-06T22:36:24""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-06T22:36:39""}]",1127,0,,1,"{""utm_source"": """", ""utm_medium"": ""cpc"", ""utm_campaign"": null, ""referrer_url"": """"}",
sess_00921,,2024-04-04T00:05:12,,,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-04T00:05:12""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-04T00:05:22""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-04T00:05:37""}]",2183,,,1,,
sess_00922,1393.0,2024-03-07T20:08:16,mobile,,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-07T20:08:16""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-07T20:08:26""}]",2696,1,,0,"{""utm_source"": ""facebook"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00923,,2024-04-16T10:35:03,mobile,Safari,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-16T10:35:03""}]",,2,,1,"{""utm_source"": ""linkedin"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00924,8655.0,2024-01-28T04:31:35,,Chrome,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-28T04:31:35""}]",1093,2,106.4,0,"{""utm_source"": ""google"", ""utm_medium"": """", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00925,,2024-04-16T04:25:27,,Firefox,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-16T04:25:27""}]",3193,1,57.24,,"{""utm_source"": null, ""utm_medium"": ""CPC"", ""utm_campaign"": """", ""referrer_url"": null}",
sess_00926,8763.0,2024-04-25T21:18:09,,Safari,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-25T21:18:09""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-25T21:18:19""}]",2968,0,,no,"{""utm_source"": ""None"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00927,3280.0,2024-04-26T23:10:41,mobile,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-26T23:10:41""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-26T23:10:51""}]",196,,,no,"{""utm_source"": ""facebook"", ""utm_medium"": ""organic"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00928,5296.0,2024-05-17T16:01:50,tablet,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-17T16:01:50""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-17T16:02:00""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-17T16:02:15""}]",0,,6.24,1,"{""utm_source"": ""None"", ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00929,1514.0,2024-02-05T19:11:38,mobile,Chrome,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-05T19:11:38""}]",2553,,,0,"{""utm_source"": ""linkedin"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00930,,2024-02-08T19:38:24,,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-08T19:38:24""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-08T19:38:34""}]",1472,,,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""CPC"", ""utm_campaign"": """", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00931,,2024-03-07T01:05:10,desktop,Safari,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-07T01:05:10""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-07T01:05:20""}]",311,2,,no,"{""utm_source"": ""facebook"", ""utm_medium"": ""display"", ""utm_campaign"": """", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00932,,2024-01-05T16:25:01,desktop,Unknown,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-05T16:25:01""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-05T16:25:11""}]",0,0,,no,"{""utm_source"": """", ""utm_medium"": ""display"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00933,,2024-05-17T00:03:39,,Edge,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-17T00:03:39""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-17T00:03:49""}]",2277,0,184.09,yes,"{""utm_source"": ""newsletter"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00934,,2024-03-26T23:25:36,,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-26T23:25:36""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-26T23:25:46""}]",719,,,0,"{""utm_source"": ""newsletter"", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00935,6168.0,2024-04-29T09:34:34,mobile,Firefox,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-29T09:34:34""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-29T09:34:44""}]",3150,,,,"{""utm_source"": ""facebook"", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00936,,2024-03-05T09:15:43,,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-05T09:15:43""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-05T09:15:53""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-05T09:16:08""}]",0,2,,yes,"{""utm_source"": ""None"", ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00937,,2024-05-18T22:30:57,desktop,Firefox,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-18T22:30:57""}]",2099,1,,,"{""utm_source"": ""None"", ""utm_medium"": null, ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00938,,2024-02-22T11:02:48,desktop,Edge,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-22T11:02:48""}]",1043,,,0,"{""utm_source"": ""email"", ""utm_medium"": null, ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00939,5669.0,2024-03-23T15:17:56,,Edge,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-23T15:17:56""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-23T15:18:06""}]",2303,0,,no,"{""utm_source"": ""email"", ""utm_medium"": ""organic"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00940,6274.0,2024-05-14T22:36:31,,,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-14T22:36:31""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-14T22:36:41""}]",,,,,"{""utm_source"": """", ""utm_medium"": ""CPC"", ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",
sess_00941,,2024-01-02T03:29:59,,,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-02T03:29:59""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-02T03:30:09""}]",3112,,0.89,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""display"", ""utm_campaign"": null, ""referrer_url"": """"}",
sess_00942,7048.0,2024-02-04T03:51:29,desktop,Unknown,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-04T03:51:29""}]",2297,0,,yes,"{""utm_source"": ""email"", ""utm_medium"": null, ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",
sess_00943,2887.0,2024-03-13T19:35:28,mobile,Safari,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-13T19:35:28""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-13T19:35:38""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-13T19:35:53""}]",878,1,,no,"{""utm_source"": null, ""utm_medium"": ""cpc"", ""utm_campaign"": null, ""referrer_url"": """"}",
sess_00944,,2024-01-03T14:56:27,,Edge,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-03T14:56:27""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-03T14:56:37""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-03T14:56:52""}]",886,2,,,"{""utm_source"": ""google"", ""utm_medium"": ""organic"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00945,2435.0,2024-01-15T21:36:49,desktop,Unknown,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-15T21:36:49""}]",590,,,0,"{""utm_source"": ""google"", ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00946,8198.0,2024-03-11T02:36:11,desktop,Chrome,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-11T02:36:11""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-11T02:36:21""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-11T02:36:36""}]",2615,1,,,"{""utm_source"": ""google"", ""utm_medium"": ""display"", ""utm_campaign"": null, ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00947,,2024-04-17T09:44:50,mobile,Safari,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-17T09:44:50""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-17T09:45:00""}]",0,2,124.43,0,"{""utm_source"": ""facebook"", ""utm_medium"": ""organic"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00948,8702.0,2024-04-30T13:23:47,,Edge,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-30T13:23:47""}]",1952,1,70.91,,"{""utm_source"": ""facebook"", ""utm_medium"": ""social"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00949,,2024-05-18T00:41:57,desktop,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-18T00:41:57""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-18T00:42:07""}]",3020,0,,0,,
sess_00950,,2024-01-23T16:39:32,,,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-23T16:39:32""}]",2795,2,,0,"{""utm_source"": ""email"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": null}",
sess_00951,7548.0,2024-05-18T13:04:58,tablet,Chrome,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-18T13:04:58""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-18T13:05:08""}]",1133,0,,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""CPC"", ""utm_campaign"": """", ""referrer_url"": """"}",
sess_00952,5686.0,2024-04-30T19:27:03,desktop,,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-30T19:27:03""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-30T19:27:13""}]",3565,,,yes,"{""utm_source"": ""newsletter"", ""utm_medium"": ""cpc"", ""utm_campaign"": """", ""referrer_url"": null}",
sess_00953,,2024-03-12T20:08:15,desktop,Safari,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-12T20:08:15""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-12T20:08:25""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-12T20:08:40""}]",235,1,19.79,yes,"{""utm_source"": ""google"", ""utm_medium"": null, ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00954,,2024-02-12T04:59:10,,Edge,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-12T04:59:10""}]",2109,0,188.14,,"{""utm_source"": """", ""utm_medium"": ""organic"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": """"}",
sess_00955,7738.0,2024-03-09T16:21:15,,Unknown,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-09T16:21:15""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-09T16:21:25""}]",2899,,,,"{""utm_source"": ""google"", ""utm_medium"": """", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00956,1985.0,2024-03-05T06:11:25,tablet,Unknown,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-05T06:11:25""}]",3266,1,153.72,1,"{""utm_source"": ""google"", ""utm_medium"": ""social"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": null}",
sess_00957,,2024-03-26T22:48:54,,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-26T22:48:54""}]",138,0,16.14,no,"{""utm_source"": ""linkedin"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": """"}",
sess_00958,3069.0,2024-05-02T00:34:18,tablet,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-02T00:34:18""}]",1667,1,,,"{""utm_source"": ""facebook"", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00959,,2024-04-04T21:10:45,,Firefox,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-04T21:10:45""}]",867,1,137.11,yes,"{""utm_source"": ""None"", ""utm_medium"": ""cpc"", ""utm_campaign"": null, ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00960,,2024-01-25T10:30:41,tablet,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-25T10:30:41""}]",770,2,,no,"{""utm_source"": ""google"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00961,7448.0,2024-03-18T02:33:15,,,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-18T02:33:15""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-18T02:33:25""}]",2193,1,171.96,1,"{""utm_source"": ""None"", ""utm_medium"": ""social"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00962,,2024-02-02T23:30:42,mobile,Unknown,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-02T23:30:42""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-02T23:30:52""}]",2529,,,no,"{""utm_source"": ""newsletter"", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00963,,INVALID_DATE,,Chrome,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-13T22:47:08""}]",2014,0,176.67,1,"{""utm_source"": ""newsletter"", ""utm_medium"": ""display"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00964,,2024-04-17T19:25:34,,,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-17T19:25:34""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-17T19:25:44""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-17T19:25:59""}]",898,,,0,"{""utm_source"": ""newsletter"", ""utm_medium"": ""social"", ""utm_campaign"": null, ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00965,2117.0,2024-01-03T10:35:26,mobile,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-03T10:35:26""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-03T10:35:36""}]",1866,1,,0,"{""utm_source"": ""linkedin"", ""utm_medium"": ""display"", ""utm_campaign"": null, ""referrer_url"": null}",
sess_00966,7292.0,2024-02-04T09:36:59,mobile,Chrome,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-04T09:36:59""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-04T09:37:09""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-04T09:37:24""}]",195,,,yes,"{""utm_source"": ""google"", ""utm_medium"": ""email"", ""utm_campaign"": null, ""referrer_url"": ""https://affiliate.xyz.com/link123""}",7292.0
sess_00967,,INVALID_DATE,tablet,Edge,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-01T14:39:42""}]",3086,2,,no,"{""utm_source"": ""email"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00968,,2024-03-29T05:24:19,,,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-29T05:24:19""}]",930,,23.83,yes,"{""utm_source"": ""facebook"", ""utm_medium"": """", ""utm_campaign"": null, ""referrer_url"": null}",
sess_00969,,2024-05-04T12:45:50,,,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-04T12:45:50""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-04T12:46:00""}]",1233,,,1,"{""utm_source"": """", ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00970,8578.0,2024-04-14T14:37:35,mobile,Safari,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-14T14:37:35""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-14T14:37:45""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-14T14:38:00""}]",3147,2,,no,"{""utm_source"": ""linkedin"", ""utm_medium"": null, ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00971,5052.0,INVALID_DATE,desktop,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-10T01:37:57""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-10T01:38:07""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-10T01:38:22""}]",2487,,,1,"{""utm_source"": ""linkedin"", ""utm_medium"": ""email"", ""utm_campaign"": null, ""referrer_url"": """"}",5052.0
sess_00972,,2024-03-09T04:27:03,tablet,Chrome,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-09T04:27:03""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-09T04:27:13""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-09T04:27:28""}]",783,1,9.03,,"{""utm_source"": ""facebook"", ""utm_medium"": ""display"", ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",
sess_00973,,2024-05-15T17:08:14,,,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-15T17:08:14""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-15T17:08:24""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-15T17:08:39""}]",3127,2,,0,"{""utm_source"": """", ""utm_medium"": ""cpc"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00974,,2024-04-14T10:41:23,,Safari,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-14T10:41:23""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-14T10:41:33""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-14T10:41:48""}]",389,,,1,"{""utm_source"": ""linkedin"", ""utm_medium"": ""organic"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": null}",
sess_00975,,2024-01-12T01:22:38,tablet,Chrome,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-12T01:22:38""}]",2205,1,129.7,,"{""utm_source"": null, ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",
sess_00976,,2024-01-08T18:46:14,tablet,Firefox,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-08T18:46:14""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-08T18:46:24""}]",3230,0,30.37,,"{""utm_source"": ""None"", ""utm_medium"": """", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00977,5446.0,2024-02-15T17:55:07,,,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-15T17:55:07""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-15T17:55:17""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-15T17:55:32""}]",2261,,,no,"{""utm_source"": ""None"", ""utm_medium"": ""email"", ""utm_campaign"": null, ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00978,,2024-03-29T07:10:22,,Safari,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-29T07:10:22""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-29T07:10:32""}]",2632,0,172.25,,"{""utm_source"": ""facebook"", ""utm_medium"": ""email"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://facebook.com/ad/123""}",
